f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,label
46,1,62,75,28,6,-3,97,-66,-16,18,-15,-12,105,-90,-168,-92,-157,2
46,1,62,75,28,6,-3,97,-65,-18,16,-18,-14,104,-91,-170,-93,-156,2
46,1,62,75,28,6,-4,99,-66,-18,18,-15,-13,104,-90,-171,-92,-154,2
46,1,62,75,28,6,-4,99,-70,-18,16,-18,-13,104,-91,-173,-92,-153,2
46,1,62,75,28,6,-5,100,-69,-19,18,-15,-13,104,-90,-174,-92,-153,2
46,1,62,75,28,6,-6,99,-72,-16,15,-16,-13,104,-90,-178,-91,-152,2
46,1,62,75,28,6,-6,101,-71,-19,17,-14,-12,105,-90,-178,-93,-151,2
46,1,62,75,28,6,-7,99,-72,-19,15,-18,-13,105,-90,-177,-92,-148,2
46,1,62,75,28,6,-6,101,-70,-15,18,-13,-13,104,-90,-181,-92,-151,2
46,1,62,75,28,6,-9,98,-69,-20,15,-18,-13,104,-91,-177,-92,-149,2
46,1,62,75,28,6,-1,101,-69,-13,19,-13,-13,104,-92,-174,-94,-149,2
46,1,62,75,28,6,-7,98,-69,-20,16,-18,-14,104,-91,-174,-92,-152,2
46,1,62,75,28,6,-2,99,-64,-14,19,-12,-13,103,-91,-175,-90,-153,2
46,1,62,75,28,6,-5,94,-62,-19,16,-17,-13,104,-90,-166,-95,-154,2
46,1,62,75,28,6,1,99,-60,-15,19,-13,-13,104,-91,-160,-92,-157,2
46,1,62,75,28,6,-4,94,-60,-20,15,-16,-13,104,-90,-163,-94,-159,2
46,1,62,75,28,6,-3,98,-60,-15,19,-12,-14,103,-91,-158,-95,-159,2
46,1,62,75,28,6,-1,93,-60,-19,16,-17,-13,105,-90,-161,-95,-156,2
46,1,62,75,28,6,2,98,-57,-14,19,-11,-14,104,-92,-156,-93,-159,2
46,1,62,75,28,6,-3,94,-61,-19,16,-17,-13,105,-89,-157,-96,-158,2
46,1,62,75,28,6,-2,96,-51,-14,20,-12,-14,104,-92,-157,-97,-152,2
46,1,62,75,28,6,-2,97,-60,-21,17,-19,-14,104,-90,-152,-100,-158,2
46,1,62,75,28,6,5,98,-58,-12,20,-14,-14,104,-91,-158,-99,-153,2
46,1,62,75,28,6,-4,94,-61,-19,17,-16,-13,104,-89,-160,-96,-151,2
46,1,62,75,28,6,1,100,-61,-13,20,-13,-14,104,-91,-163,-95,-152,2
46,1,62,75,28,6,-6,96,-64,-20,17,-17,-12,105,-89,-158,-97,-153,2
46,1,62,75,28,6,3,100,-62,-12,20,-12,-14,104,-91,-158,-97,-153,2
46,1,62,75,28,6,-5,95,-62,-20,17,-17,-13,105,-89,-159,-96,-152,2
46,1,62,75,28,6,0,99,-60,-13,19,-13,-14,104,-91,-163,-96,-154,2
46,1,62,75,28,6,-2,95,-62,-17,17,-16,-13,104,-89,-159,-96,-149,2
46,1,62,75,28,6,0,99,-62,-13,20,-12,-14,104,-91,-162,-98,-155,2
46,1,62,75,28,6,-2,95,-62,-17,17,-14,-12,104,-88,-160,-93,-151,2
46,1,62,75,28,6,0,99,-61,-14,19,-14,-14,104,-91,-158,-96,-154,2
46,1,62,75,28,6,-3,97,-62,-17,18,-15,-12,104,-88,-166,-93,-151,2
46,1,62,75,28,6,0,99,-61,-15,18,-16,-14,104,-91,-157,-96,-154,2
46,1,62,75,28,6,-2,95,-63,-17,18,-15,-12,105,-89,-164,-94,-152,2
46,1,62,75,28,6,-2,98,-60,-17,18,-15,-14,104,-91,-161,-95,-151,2
46,1,62,75,28,6,-2,96,-61,-17,18,-15,-12,105,-89,-160,-96,-153,2
46,1,62,75,28,6,-1,97,-61,-17,18,-16,-14,104,-91,-163,-94,-149,2
46,1,62,75,28,6,-2,96,-62,-17,19,-16,-12,105,-89,-159,-96,-151,2
46,1,62,75,28,6,-1,96,-62,-17,17,-17,-14,104,-91,-163,-97,-153,2
46,1,62,75,28,6,-2,96,-63,-16,18,-15,-12,104,-90,-162,-95,-152,2
46,1,62,75,28,6,-2,98,-64,-18,17,-17,-14,104,-91,-162,-94,-153,2
46,1,62,75,28,6,-2,97,-63,-16,18,-15,-13,105,-90,-166,-93,-153,2
46,1,62,75,28,6,-2,96,-63,-18,17,-17,-14,104,-91,-163,-94,-152,2
46,1,62,75,28,6,-2,97,-61,-17,19,-14,-13,104,-90,-166,-94,-152,2
46,1,62,75,28,6,-3,96,-62,-18,17,-18,-14,104,-91,-167,-95,-152,2
46,1,62,75,28,6,-1,97,-62,-16,20,-14,-13,104,-91,-161,-96,-154,2
46,1,62,75,28,6,-3,96,-64,-18,18,-18,-14,103,-90,-168,-92,-151,2
46,1,62,75,28,6,0,97,-62,-15,20,-13,-13,104,-91,-167,-94,-154,2
46,1,62,75,28,6,-2,94,-63,-18,17,-17,-14,104,-90,-164,-94,-153,2
46,1,62,75,28,6,1,97,-61,-15,20,-13,-13,104,-91,-164,-95,-155,2
46,1,62,75,28,6,-2,96,-64,-19,17,-17,-14,104,-91,-167,-93,-152,2
46,1,62,75,28,6,0,98,-61,-14,20,-12,-14,104,-92,-164,-94,-154,2
46,1,62,75,28,6,-2,95,-62,-18,17,-17,-14,104,-91,-166,-93,-152,2
46,1,62,75,28,6,2,98,-60,-14,21,-12,-14,104,-92,-163,-95,-153,2
46,1,62,75,28,6,-1,94,-62,-17,17,-16,-14,104,-90,-168,-94,-152,2
46,1,62,75,28,6,1,99,-60,-14,20,-12,-14,104,-91,-167,-92,-152,2
46,1,62,75,28,6,-1,95,-62,-18,17,-17,-13,104,-90,-168,-93,-152,2
46,1,62,75,28,6,1,99,-60,-13,21,-11,-14,103,-91,-168,-94,-153,2
46,1,62,75,28,6,-2,95,-61,-18,18,-17,-13,105,-89,-167,-93,-151,2
46,1,62,75,28,6,3,100,-61,-13,20,-12,-14,104,-92,-166,-95,-152,2
46,1,62,75,28,6,-1,95,-62,-18,18,-17,-13,104,-89,-165,-93,-152,2
46,1,62,75,28,6,3,99,-60,-13,21,-12,-14,104,-91,-163,-92,-150,2
46,1,62,75,28,6,-2,95,-63,-18,17,-17,-12,104,-88,-171,-93,-153,2
46,1,62,75,28,6,3,99,-61,-13,20,-13,-14,104,-91,-165,-95,-156,2
46,1,62,75,28,6,0,96,-62,-17,18,-16,-12,105,-88,-162,-93,-148,2
46,1,62,75,28,6,3,99,-61,-13,20,-14,-14,104,-91,-165,-94,-155,2
46,1,62,75,28,6,-1,96,-65,-17,18,-16,-12,105,-89,-162,-94,-151,2
46,1,62,75,28,6,3,102,-61,-14,20,-14,-14,104,-91,-170,-94,-157,2
46,1,62,75,28,6,-1,96,-63,-17,18,-16,-13,104,-89,-165,-92,-149,2
46,1,62,75,28,6,2,100,-62,-14,19,-14,-14,104,-91,-165,-95,-155,2
46,1,62,75,28,6,-1,96,-64,-16,19,-16,-13,104,-89,-167,-93,-150,2
46,1,62,75,28,6,2,99,-63,-15,19,-15,-14,103,-91,-167,-94,-153,2
46,1,62,75,28,6,-1,97,-63,-17,19,-16,-13,105,-88,-166,-94,-150,2
46,1,62,75,28,6,0,98,-63,-16,19,-17,-14,104,-91,-169,-94,-153,2
46,1,62,75,28,6,-2,97,-61,-17,18,-15,-13,105,-89,-165,-94,-152,2
46,1,62,75,28,6,1,93,-69,-15,18,-17,-14,104,-91,-162,-95,-158,2
46,1,62,75,28,6,-4,94,-58,-16,19,-15,-13,105,-90,-164,-96,-154,2
46,1,62,75,28,6,2,96,-61,-17,17,-17,-14,104,-91,-164,-95,-156,2
46,1,62,75,28,6,1,98,-62,-16,19,-15,-13,104,-91,-169,-91,-154,2
46,1,62,75,28,6,-1,95,-62,-17,18,-18,-14,104,-91,-164,-94,-153,2
46,1,62,75,28,6,0,97,-61,-15,19,-13,-13,104,-90,-167,-94,-155,2
46,1,62,75,28,6,-2,95,-61,-19,17,-17,-14,104,-90,-164,-92,-154,2
46,1,62,75,28,6,0,97,-61,-15,20,-13,-14,104,-91,-165,-95,-154,2
46,1,62,75,28,6,-3,94,-61,-19,17,-17,-14,104,-90,-166,-92,-152,2
46,1,62,75,28,6,3,98,-62,-13,20,-12,-14,105,-91,-159,-95,-155,2
46,1,62,75,28,6,-3,95,-64,-18,17,-17,-13,104,-90,-163,-97,-156,2
46,1,62,75,28,6,0,100,-63,-13,20,-12,-14,104,-91,-166,-92,-153,2
46,1,62,75,28,6,-2,96,-65,-17,18,-17,-13,104,-89,-166,-91,-151,2
46,1,62,75,28,6,2,101,-64,-10,21,-12,-14,103,-91,-163,-94,-155,2
46,1,62,75,28,6,-7,96,-66,-19,17,-17,-13,104,-90,-166,-94,-150,2
46,1,62,75,28,6,-5,101,-64,-14,20,-12,-14,104,-91,-172,-97,-147,2
46,1,62,75,28,6,-8,96,-66,-18,17,-17,-12,105,-89,-174,-96,-143,2
46,1,62,75,28,6,-4,101,-65,-13,20,-12,-14,104,-91,-171,-99,-146,2
46,1,62,75,28,6,-4,97,-65,-17,18,-16,-12,105,-89,-168,-100,-144,2
46,1,62,75,28,6,-4,99,-62,-16,18,-15,-14,104,-91,-174,-94,-148,2
46,1,62,75,28,6,-4,96,-63,-16,18,-15,-12,105,-88,-166,-91,-145,2
46,1,62,75,28,6,-1,97,-62,-16,18,-16,-14,104,-91,-177,-92,-151,2
46,1,62,75,28,6,-2,95,-61,-17,18,-15,-13,105,-89,-164,-95,-149,2
46,1,62,75,28,6,-3,97,-61,-17,18,-17,-14,104,-91,-169,-94,-150,2
46,1,62,75,28,6,-2,96,-61,-16,18,-15,-12,105,-89,-170,-94,-152,2
46,1,62,75,28,6,-2,97,-61,-17,17,-17,-14,104,-91,-172,-93,-150,2
46,1,62,75,28,6,-2,96,-59,-16,18,-15,-13,104,-90,-169,-94,-153,2
46,1,62,75,28,6,-2,95,-61,-18,17,-17,-14,104,-91,-168,-94,-151,2
46,1,62,75,28,6,-2,96,-60,-16,19,-14,-13,104,-90,-166,-96,-152,2
46,1,62,75,28,6,-3,94,-61,-18,17,-17,-14,104,-91,-167,-94,-151,2
46,1,62,75,28,6,0,97,-62,-14,20,-13,-13,104,-91,-166,-93,-152,2
46,1,62,75,28,6,-2,95,-62,-18,17,-17,-14,104,-91,-167,-96,-154,2
46,1,62,75,28,6,-1,98,-60,-14,19,-13,-13,104,-91,-167,-94,-151,2
46,1,62,75,28,6,-3,96,-62,-18,17,-17,-14,104,-90,-169,-94,-149,2
46,1,62,75,28,6,1,98,-60,-13,21,-13,-14,104,-92,-165,-96,-153,2
46,1,62,75,28,6,-2,95,-63,-18,17,-17,-14,104,-90,-164,-94,-149,2
46,1,62,75,28,6,2,99,-61,-12,21,-12,-14,104,-91,-168,-94,-151,2
46,1,62,75,28,6,-1,95,-63,-17,17,-17,-13,104,-90,-164,-95,-150,2
46,1,62,75,28,6,3,99,-60,-12,21,-12,-14,104,-91,-162,-95,-150,2
46,1,62,75,28,6,-2,95,-62,-17,17,-16,-13,104,-89,-167,-94,-153,2
46,1,62,75,28,6,4,100,-61,-11,21,-12,-14,104,-92,-168,-94,-157,2
46,1,62,75,28,6,-3,95,-61,-18,18,-17,-13,105,-90,-161,-93,-153,2
46,1,62,75,28,6,4,99,-60,-12,20,-13,-14,104,-92,-167,-92,-156,2
46,1,62,75,28,6,-1,95,-62,-18,18,-17,-13,105,-89,-167,-93,-159,2
46,1,62,75,28,6,2,99,-60,-13,20,-13,-14,104,-92,-168,-90,-156,2
46,1,62,75,28,6,-1,96,-62,-17,18,-16,-13,104,-89,-171,-92,-156,2
46,1,62,75,28,6,2,99,-59,-13,20,-13,-14,104,-91,-169,-92,-158,2
46,1,62,75,28,6,-1,96,-61,-17,18,-16,-12,105,-89,-170,-91,-157,2
46,1,62,75,28,6,2,98,-61,-13,19,-15,-14,104,-91,-171,-91,-159,2
46,1,62,75,28,6,-2,95,-61,-17,18,-16,-12,104,-89,-165,-92,-155,2
46,1,62,75,28,6,1,98,-61,-15,19,-16,-14,104,-91,-167,-93,-157,2
46,1,62,75,28,6,-1,97,-63,-17,18,-15,-12,105,-89,-167,-91,-154,2
46,1,62,75,28,6,0,97,-63,-15,18,-16,-14,104,-91,-166,-93,-152,2
46,1,62,75,28,6,-1,98,-65,-16,18,-16,-12,105,-89,-165,-95,-154,2
46,1,62,75,28,6,-2,98,-63,-18,17,-17,-14,103,-91,-173,-91,-157,2
46,1,62,75,28,6,-2,97,-63,-16,18,-15,-12,105,-89,-168,-92,-153,2
46,1,62,75,28,6,-1,96,-62,-18,17,-17,-14,104,-91,-167,-94,-155,2
46,1,62,75,28,6,0,98,-63,-15,20,-14,-13,104,-90,-168,-94,-157,2
46,1,62,75,28,6,-2,96,-63,-19,17,-17,-14,104,-91,-167,-92,-157,2
46,1,62,75,28,6,0,97,-63,-14,19,-14,-13,104,-91,-169,-91,-158,2
46,1,62,75,28,6,-2,96,-63,-18,17,-17,-14,104,-91,-167,-92,-157,2
46,1,62,75,28,6,-1,98,-62,-14,20,-13,-14,104,-91,-171,-92,-157,2
46,1,62,75,28,6,-1,96,-63,-17,17,-17,-13,104,-90,-169,-91,-156,2
46,1,62,75,28,6,0,99,-61,-14,20,-13,-14,104,-91,-167,-92,-157,2
46,1,62,75,28,6,-2,95,-63,-18,17,-18,-13,104,-90,-170,-92,-156,2
46,1,62,75,28,6,2,98,-60,-13,21,-12,-14,104,-91,-167,-91,-156,2
46,1,62,75,28,6,-2,94,-62,-18,18,-17,-13,104,-90,-167,-93,-157,2
46,1,62,75,28,6,1,99,-60,-13,20,-12,-14,104,-91,-169,-92,-157,2
46,1,62,75,28,6,-1,94,-63,-17,18,-17,-13,104,-89,-170,-92,-156,2
46,1,62,75,28,6,4,100,-61,-12,20,-12,-13,104,-92,-164,-92,-157,2
46,1,62,75,28,6,-2,95,-62,-18,18,-17,-13,104,-89,-170,-91,-158,2
46,1,62,75,28,6,3,100,-60,-13,20,-13,-14,104,-91,-173,-91,-158,2
46,1,62,75,28,6,-1,96,-63,-17,18,-16,-13,105,-89,-167,-92,-155,2
46,1,62,75,28,6,2,99,-61,-14,20,-13,-14,104,-92,-169,-92,-157,2
46,1,62,75,28,6,-2,96,-63,-17,18,-16,-12,105,-89,-171,-92,-156,2
46,1,62,75,28,6,2,98,-61,-13,19,-14,-14,104,-91,-166,-93,-156,2
46,1,62,75,28,6,-1,96,-63,-16,19,-16,-12,105,-89,-168,-92,-156,2
46,1,62,75,28,6,2,99,-62,-14,19,-14,-14,104,-91,-168,-91,-158,2
46,1,62,75,28,6,-1,97,-64,-16,18,-16,-13,105,-89,-169,-91,-157,2
46,1,62,75,28,6,1,99,-63,-16,19,-15,-14,104,-91,-166,-92,-157,2
46,1,62,75,28,6,-1,97,-63,-17,18,-15,-13,105,-89,-168,-92,-157,2
46,1,62,75,28,6,0,96,-63,-17,17,-17,-14,103,-91,-166,-92,-156,2
46,1,62,75,28,6,0,97,-63,-15,19,-15,-12,104,-90,-166,-92,-157,2
46,1,62,75,28,6,0,97,-63,-16,18,-17,-14,104,-91,-170,-92,-157,2
46,1,62,75,28,6,-1,96,-62,-17,18,-15,-12,104,-89,-166,-93,-156,2
46,1,62,75,28,6,-1,96,-63,-18,17,-17,-13,104,-91,-168,-92,-157,2
46,1,62,75,28,6,-1,97,-61,-16,19,-14,-13,104,-90,-167,-93,-157,2
46,1,62,75,28,6,-2,96,-63,-18,17,-17,-14,104,-91,-168,-93,-156,2
46,1,62,75,28,6,0,97,-62,-15,19,-14,-14,104,-91,-169,-92,-157,2
46,1,62,75,28,6,-3,94,-63,-19,17,-17,-14,104,-91,-169,-91,-157,2
46,1,62,75,28,6,1,98,-61,-13,19,-13,-13,104,-91,-170,-93,-159,2
46,1,62,75,28,6,-3,95,-63,-19,17,-17,-14,104,-91,-168,-92,-157,2
46,1,62,75,28,6,1,98,-61,-13,20,-13,-14,104,-92,-169,-91,-157,2
46,1,62,75,28,6,-1,96,-64,-18,17,-17,-13,104,-90,-168,-92,-158,2
46,1,62,75,28,6,0,100,-62,-13,21,-12,-14,104,-91,-170,-90,-159,2
46,1,62,75,28,6,0,95,-64,-17,17,-17,-14,105,-90,-172,-90,-156,2
46,1,62,75,28,6,2,100,-63,-12,21,-12,-14,104,-92,-166,-92,-158,2
46,1,62,75,28,6,-2,97,-67,-17,18,-17,-13,104,-90,-171,-91,-156,2
46,1,62,75,28,6,1,101,-65,-13,21,-12,-14,104,-91,-172,-91,-156,2
46,1,62,75,28,6,-3,97,-68,-17,18,-16,-13,104,-90,-173,-91,-155,2
46,1,62,75,28,6,2,102,-67,-12,22,-13,-14,104,-92,-171,-92,-156,2
46,1,62,75,28,6,-2,98,-69,-18,18,-17,-13,105,-89,-171,-91,-155,2
46,1,62,75,28,6,2,102,-66,-12,21,-13,-14,104,-92,-174,-91,-157,2
46,1,62,75,28,6,-1,97,-66,-18,18,-17,-12,104,-89,-171,-91,-155,2
46,1,62,75,28,6,1,101,-65,-12,20,-14,-14,104,-91,-171,-91,-157,2
46,1,62,75,28,6,-2,97,-66,-16,18,-17,-12,105,-89,-172,-91,-155,2
46,1,62,75,28,6,1,101,-64,-13,20,-14,-14,104,-91,-171,-92,-156,2
46,1,62,75,28,6,-1,97,-66,-17,18,-16,-12,105,-89,-171,-91,-155,2
46,1,62,75,28,6,2,99,-62,-12,20,-14,-14,104,-91,-172,-91,-157,2
46,1,62,75,28,6,-2,96,-63,-17,18,-16,-12,105,-89,-170,-91,-155,2
46,1,62,75,28,6,1,99,-62,-14,19,-15,-13,104,-91,-170,-92,-157,2
46,1,62,75,28,6,-2,96,-63,-17,18,-16,-12,105,-88,-170,-92,-155,2
46,1,62,75,28,6,-1,98,-62,-16,19,-15,-13,104,-91,-170,-91,-156,2
46,1,62,75,28,6,-2,97,-63,-16,18,-16,-12,104,-89,-169,-91,-155,2
46,1,62,75,28,6,-1,98,-62,-16,18,-16,-14,104,-91,-172,-92,-158,2
46,1,62,75,28,6,-2,97,-63,-16,18,-15,-12,105,-90,-168,-90,-155,2
46,1,62,75,28,6,-1,97,-64,-17,18,-16,-13,104,-91,-171,-92,-158,2
46,1,62,75,28,6,-2,98,-63,-16,19,-15,-13,105,-89,-168,-91,-156,2
46,1,62,75,28,6,-1,97,-65,-17,18,-17,-14,104,-91,-167,-93,-158,2
46,1,62,75,28,6,-1,97,-64,-16,18,-15,-13,104,-90,-168,-92,-158,2
46,1,62,75,28,6,-3,96,-64,-18,17,-18,-14,104,-91,-168,-92,-158,2
46,1,62,75,28,6,-1,98,-65,-15,19,-14,-12,104,-90,-170,-92,-158,2
46,1,62,75,28,6,-1,95,-66,-17,17,-17,-14,104,-91,-167,-92,-159,2
46,1,62,75,28,6,-1,97,-61,-17,18,-14,-13,104,-90,-171,-92,-158,2
46,1,62,75,28,6,-2,95,-63,-18,17,-18,-13,103,-91,-169,-92,-158,2
46,1,62,75,28,6,-2,98,-64,-15,20,-13,-13,104,-91,-169,-92,-159,2
46,1,62,75,28,6,-3,96,-65,-19,17,-17,-14,104,-91,-170,-91,-157,2
46,1,62,75,28,6,0,98,-62,-14,20,-13,-13,104,-91,-170,-92,-158,2
46,1,62,75,28,6,-1,95,-63,-18,18,-18,-14,104,-91,-170,-92,-158,2
46,1,62,75,28,6,0,99,-62,-14,20,-13,-14,104,-92,-170,-91,-158,2
46,1,62,75,28,6,-2,96,-63,-18,18,-17,-14,104,-90,-172,-91,-158,2
46,1,62,75,28,6,0,98,-62,-16,19,-15,-13,104,-90,-169,-91,-157,2
46,1,62,75,28,6,-1,97,-63,-17,18,-17,-13,104,-90,-173,-90,-157,2
46,1,62,75,28,6,0,99,-64,-15,19,-15,-13,104,-91,-171,-91,-156,2
46,1,62,75,28,6,-1,96,-65,-16,18,-16,-13,104,-90,-170,-92,-157,2
46,1,62,75,28,6,-1,99,-66,-15,19,-15,-13,104,-91,-171,-92,-158,2
28,1,58,55,22,0,-12,139,-126,-493,-516,-616,-128,190,-68,-171,-68,-162,0
46,1,62,75,28,6,-2,98,-67,-17,18,-17,-13,105,-90,-170,-91,-155,2
46,1,62,75,28,6,0,100,-68,-15,19,-14,-13,104,-91,-172,-92,-157,2
46,1,62,75,28,6,-2,97,-67,-16,18,-16,-13,104,-89,-171,-90,-155,2
46,1,62,75,28,6,-1,99,-67,-15,19,-14,-13,104,-91,-171,-91,-157,2
46,1,62,75,28,6,-3,98,-67,-17,18,-16,-13,105,-90,-170,-91,-156,2
46,1,62,75,28,6,-1,100,-68,-14,19,-15,-13,104,-91,-171,-92,-156,2
28,1,58,55,22,0,-17,138,-126,-492,-514,-614,53,118,-115,-166,-48,-167,0
46,1,62,75,28,6,-3,98,-68,-18,17,-17,-12,105,-89,-171,-91,-155,2
46,1,62,75,28,6,2,100,-64,-13,20,-13,-13,104,-91,-172,-91,-157,2
46,1,62,75,28,6,-2,97,-68,-17,18,-16,-12,105,-89,-168,-91,-155,2
46,1,62,75,28,6,1,101,-66,-13,20,-14,-14,104,-91,-170,-92,-158,2
46,1,62,75,28,6,-1,96,-67,-17,18,-17,-12,105,-89,-173,-91,-156,2
46,1,62,75,28,6,1,100,-64,-12,20,-14,-14,104,-92,-169,-91,-158,2
46,1,62,75,28,6,-2,98,-66,-17,18,-16,-12,105,-89,-168,-92,-156,2
46,1,62,75,28,6,2,101,-65,-13,20,-14,-14,104,-92,-173,-92,-158,2
46,1,62,75,28,6,-1,97,-66,-17,19,-16,-13,105,-89,-169,-91,-156,2
46,1,62,75,28,6,0,100,-65,-14,20,-15,-13,104,-92,-171,-91,-158,2
46,1,62,75,28,6,-2,97,-65,-17,19,-16,-12,105,-89,-173,-91,-157,2
46,1,62,75,28,6,1,99,-64,-15,19,-15,-14,104,-91,-168,-92,-157,2
46,1,62,75,28,6,-1,98,-65,-16,19,-16,-12,104,-89,-172,-91,-157,2
46,1,62,75,28,6,0,97,-65,-17,19,-17,-14,104,-92,-172,-91,-158,2
46,1,62,75,28,6,-1,97,-66,-16,19,-16,-13,105,-90,-169,-91,-158,2
46,1,62,75,28,6,0,99,-65,-17,19,-17,-14,104,-91,-173,-91,-158,2
46,1,62,75,28,6,-2,97,-65,-16,19,-15,-12,105,-90,-173,-91,-157,2
46,1,62,75,28,6,-1,96,-65,-16,18,-18,-14,104,-92,-170,-92,-157,2
46,1,62,75,28,6,-2,97,-64,-17,19,-16,-12,105,-89,-171,-91,-157,2
46,1,62,75,28,6,0,97,-65,-17,18,-18,-13,104,-91,-175,-91,-158,2
46,1,62,75,28,6,-2,97,-64,-17,19,-16,-12,105,-90,-172,-91,-156,2
28,1,58,55,22,0,8,116,-149,-493,-516,-616,30,147,-124,-173,-54,-166,0
46,1,62,75,28,6,-1,96,-64,-17,17,-17,-14,104,-91,-173,-92,-157,2
46,1,62,75,28,6,-2,97,-65,-16,19,-16,-12,104,-90,-173,-91,-157,2
46,1,62,75,28,6,-1,97,-65,-18,17,-18,-14,104,-91,-172,-90,-156,2
46,1,62,75,28,6,-1,98,-66,-16,19,-15,-12,105,-90,-173,-91,-158,2
46,1,62,75,28,6,-4,97,-67,-18,17,-18,-14,104,-91,-174,-90,-158,2
46,1,62,75,28,6,0,98,-67,-15,20,-15,-13,104,-90,-173,-90,-157,2
46,1,62,75,28,6,-3,97,-68,-18,17,-18,-14,104,-91,-172,-92,-158,2
46,1,62,75,28,6,-1,99,-67,-14,20,-14,-13,104,-90,-174,-91,-157,2
46,1,62,75,28,6,-3,97,-67,-18,17,-17,-14,104,-91,-173,-91,-157,2
46,1,62,75,28,6,-3,99,-66,-15,19,-14,-13,104,-91,-174,-90,-157,2
46,1,62,75,28,6,-3,98,-69,-17,17,-17,-13,104,-91,-175,-92,-155,2
46,1,62,75,28,6,-2,100,-68,-14,21,-13,-13,104,-91,-175,-92,-157,2
46,1,62,75,28,6,-2,97,-69,-17,18,-17,-14,104,-91,-172,-91,-156,2
46,1,62,75,28,6,-1,101,-67,-14,21,-13,-13,104,-91,-173,-91,-158,2
46,1,62,75,28,6,-3,97,-66,-19,17,-18,-13,105,-90,-176,-90,-156,2
46,1,62,75,28,6,0,99,-63,-13,21,-13,-14,104,-92,-173,-92,-158,2
46,1,62,75,28,6,-3,95,-64,-18,17,-17,-14,104,-92,-169,-92,-156,2
46,1,62,75,28,6,0,99,-62,-13,21,-12,-13,104,-92,-169,-91,-158,2
46,1,62,75,28,6,-5,94,-65,-21,15,-21,-13,104,-91,-171,-91,-158,2
46,1,62,75,28,6,0,99,-62,-13,21,-12,-15,104,-93,-171,-92,-160,2
46,1,62,75,28,6,-5,92,-64,-22,15,-21,-14,104,-91,-166,-91,-159,2
46,1,62,75,28,6,3,101,-58,-9,25,-6,-16,104,-94,-167,-92,-161,2
46,1,62,75,28,6,-2,96,-62,-22,18,-14,-13,105,-91,-167,-91,-157,2
46,1,62,75,28,6,3,96,-59,-12,13,-16,-16,104,-89,-168,-92,-158,2
46,1,62,75,28,6,-3,109,-97,8,91,-122,22,108,-96,-183,-92,-152,1
46,1,62,75,28,6,-1,93,-58,-19,14,-17,-4,103,-94,-163,-94,-160,2
46,1,62,75,28,6,2,96,-59,-15,17,-12,-9,105,-94,-166,-92,-160,2
46,1,62,75,28,6,-1,94,-60,-19,11,-17,-7,106,-93,-165,-91,-161,2
46,1,62,75,28,6,-1,96,-59,-16,17,-11,-3,103,-100,-169,-92,-160,2
46,1,62,75,28,6,-1,94,-60,-15,16,-15,-34,109,-90,-162,-92,-159,2
46,1,62,75,28,6,0,92,-59,-12,12,-19,-1,107,-94,-165,-92,-160,2
46,1,62,75,28,6,4,95,-57,-10,14,-14,-5,107,-96,-166,-93,-160,2
46,1,62,75,28,6,-1,93,-57,-17,19,-15,-3,109,-96,-166,-91,-158,2
46,1,62,75,28,6,0,96,-58,-16,19,-13,-30,112,-83,-164,-93,-159,2
46,1,62,75,28,6,-2,94,-59,-18,18,-18,4,101,-87,-166,-93,-158,2
46,1,62,75,28,6,0,96,-59,-15,20,-15,-19,98,-90,-168,-93,-157,2
46,1,62,75,28,6,-1,93,-59,-18,18,-18,-21,102,-89,-163,-93,-159,2
46,1,62,75,28,6,-1,94,-58,-18,21,-15,-13,104,-86,-166,-92,-158,2
46,1,62,75,28,6,-2,95,-59,-15,17,-21,-14,105,-90,-166,-93,-158,2
46,1,62,75,28,6,-3,93,-55,-15,19,-15,-12,105,-89,-165,-92,-157,2
46,1,62,75,28,6,-1,94,-57,-18,16,-17,-17,100,-89,-165,-93,-159,2
46,1,62,75,28,6,-1,95,-59,-16,20,-16,-9,104,-90,-165,-91,-159,2
46,1,62,75,28,6,-1,94,-57,-18,18,-18,-13,105,-88,-167,-91,-160,2
46,1,62,75,28,6,-3,94,-57,-16,19,-15,-2,103,-95,-167,-92,-160,2
28,1,58,55,22,0,-14,94,-120,-493,-516,-616,34,33,-123,-164,-81,-167,0
46,1,62,75,28,6,-1,96,-59,-16,19,-17,-17,107,-87,-167,-92,-157,2
46,1,62,75,28,6,-2,95,-57,-17,19,-17,-7,109,-88,-170,-93,-156,2
46,1,62,75,28,6,1,96,-57,-14,19,-15,-7,106,-90,-164,-92,-157,2
46,1,62,75,28,6,-2,93,-59,-18,19,-16,5,105,-94,-167,-92,-158,2
46,1,62,75,28,6,3,97,-57,-11,22,-13,-7,109,-103,-167,-91,-160,2
46,1,62,75,28,6,-1,95,-59,-18,18,-17,-1,110,-97,-166,-92,-158,2
46,1,62,75,28,6,2,98,-58,-11,21,-13,-1,105,-92,-170,-91,-159,2
46,1,62,75,28,6,-7,103,-104,5,85,-126,22,108,-96,-183,-91,-153,1
46,1,62,75,28,6,-2,94,-60,-18,19,-17,-4,104,-80,-168,-92,-157,2
46,1,62,75,28,6,-2,95,-60,-16,19,-16,0,105,-91,-166,-93,-159,2
